id,age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
1041,21,Other,Bachelors,Widowed,Unemployed,Prof-specialty,12,25362,9272,U.S.,,denied,42,4,27.9,non-smoker,medium,421.0,0
1042,32,Other,Masters,Widowed,Unemployed,Machine-op-inspct,25,48938,829,U.S.,122742.0,denied,38,5,27.3,smoker,high,458.0,0
1043,53,Male,High School,Married,Government,,70,8142,7778,U.S.,51279.0,denied,35,1,20.9,non-smoker,high,450.0,0
1044,56,Female,Masters,Divorced,Private,Sales,13,25587,2029,Canada,103571.0,approved,29,4,34.5,smoker,medium,492.0,0
1045,29,Female,Bachelors,Widowed,Government,Other-service,83,31051,3775,us,39016.0,denied,33,1,25.7,occasional,low,511.0,0
1046,54,Female,Masters,Divorced,Government,Exec-managerial,53,45428,5532,UK,40600.0,approved,21,3,23.2,smoker,high,483.0,1
1047,65,Female,Masters,Single,Government,Craft-repair,6,38078,8123,U.S.,57363.0,approved,12,1,29.0,occasional,high,799.0,1
1048,58,Female,High School,Single,Private,Craft-repair,93,42204,5826,,,denied,30,5,34.3,smoker,low,unknown,1
1049,24,Female,High School,Widowed,Government,Sales,60,5386,1579,India,63073.0,approved,23,2,31.9,non-smoker,high,786.0,0
1050,48,Female,PhD,Single,Private,Craft-repair,98,37159,6265,Canada,59990.0,approved,2,1,37.3,non-smoker,low,710.0,0
1051,22,Female,Bachelors,Single,Self-Employed,Machine-op-inspct,42,41425,7095,Mexico,,approved,39,1,19.4,non-smoker,high,508.0,0
1052,44,Female,PhD,Single,Private,Tech-support,50,20128,8112,Canada,94076.0,denied,43,5,16.8,non-smoker,high,637.0,0
1053,42,Female,Bachelors,Single,Unemployed,Craft-repair,29,29446,6570,Mexico,65801.0,approved,4,5,25.0,non-smoker,high,748.0,0
1054,34,Male,Masters,Divorced,Unemployed,Machine-op-inspct,33,1172,6944,USA,33761.0,approved,24,1,35.1,non-smoker,high,754.0,0
1055,45,Female,Bachelors,Widowed,Unemployed,Other-service,51,36611,3358,,90599.0,approved,21,4,27.3,smoker,low,667.0,1
1056,44,Female,PhD,Single,Government,Craft-repair,55,37944,4064,India,87611.0,approved,34,5,27.8,smoker,low,539.0,0
1057,43,Male,Masters,Divorced,Unemployed,Other-service,42,10703,9528,Mexico,48748.0,denied,29,5,24.7,occasional,low,585.0,1
1058,66,Male,Masters,Single,Government,Other-service,93,25637,4515,U.S.,55772.0,denied,38,2,25.2,smoker,medium,354.0,0
1059,46,Male,High School,Divorced,Unemployed,,25,24708,4900,UK,57191.0,approved,25,2,25.4,non-smoker,high,693.0,0
1060,44,Male,PhD,Divorced,Self-Employed,Tech-support,86,20862,9862,USA,94450.0,denied,15,4,27.7,occasional,high,785.0,0
1061,34,Male,PhD,Divorced,Self-Employed,Craft-repair,70,32655,2915,Canada,75336.0,denied,4,5,22.5,smoker,high,353.0,0
1062,55,Male,High School,Single,Self-Employed,Craft-repair,92,33824,5917,U.S.,74978.0,denied,35,4,23.1,smoker,medium,715.0,0
1063,33,Male,PhD,Divorced,Government,Exec-managerial,13,49671,6543,India,97574.0,denied,20,2,26.2,non-smoker,low,592.0,0
1064,26,Female,PhD,Married,Self-Employed,Sales,98,44609,2080,USA,60349.0,approved,11,1,28.2,non-smoker,low,366.0,0
1065,49,Female,High School,Widowed,Government,Tech-support,13,37558,6606,us,95036.0,denied,19,2,28.9,smoker,medium,749.0,0
1066,18,Female,Masters,Divorced,Government,Sales,77,34433,6082,India,87095.0,approved,38,2,27.9,occasional,high,627.0,0
1067,26,Female,PhD,Married,Unemployed,Other-service,24,15106,9760,Mexico,49027.0,denied,38,3,27.7,occasional,low,685.0,1
1068,67,Female,PhD,Divorced,Private,Other-service,39,20014,5205,UK,107161.0,denied,20,3,27.6,non-smoker,high,470.0,0
1069,24,Male,PhD,Divorced,Self-Employed,Prof-specialty,9,28411,7705,India,68470.0,denied,32,1,20.3,smoker,high,720.0,0
1070,61,Female,Masters,Single,Unemployed,Other-service,94,15740,3287,India,45923.0,denied,35,5,29.1,non-smoker,low,838.0,1
1071,54,Other,PhD,Widowed,Private,Prof-specialty,82,12716,9839,Mexico,51503.0,approved,13,4,25.8,smoker,medium,550.0,1
1072,57,Female,PhD,Single,Self-Employed,Exec-managerial,42,29811,5817,Canada,69987.0,approved,22,4,30.8,smoker,high,300.0,1
1073,68,Female,Bachelors,Widowed,Self-Employed,Other-service,86,48406,5080,Mexico,34545.0,denied,33,4,33.8,smoker,medium,726.0,1
1074,62,Female,PhD,Single,Private,Sales,95,31466,1333,us,93620.0,approved,36,5,28.6,smoker,low,354.0,0
1075,23,Female,PhD,Single,Private,,26,45806,9881,U.S.,36594.0,approved,41,3,30.6,non-smoker,medium,626.0,0
1076,54,Male,PhD,Widowed,,Other-service,11,35873,1889,UK,31558.0,approved,13,4,28.3,smoker,low,783.0,1
1077,56,Female,High School,Widowed,Private,Sales,50,29257,9293,U.S.,98922.0,denied,18,4,28.9,non-smoker,low,319.0,1
1078,21,Female,Masters,Married,Government,Exec-managerial,28,27344,7375,Mexico,60759.0,approved,35,1,28.9,smoker,medium,665.0,0
1079,66,Male,Bachelors,Widowed,Private,Tech-support,96,7876,3901,India,104217.0,denied,33,2,36.4,smoker,high,335.0,0
1080,54,Female,Masters,Married,Private,Craft-repair,16,19523,9276,UK,95900.0,approved,44,5,26.9,smoker,low,643.0,0
1081,27,Male,Masters,Married,Government,,48,34420,9652,India,53662.0,approved,1,1,23.6,occasional,low,618.0,0
1082,27,Female,High School,Widowed,Unemployed,Sales,75,10369,1140,us,114664.0,approved,3,5,21.8,smoker,low,583.0,0
1083,66,Male,Masters,Married,Private,Exec-managerial,61,39202,9110,us,65423.0,approved,33,1,32.4,occasional,medium,673.0,0
1084,52,Female,High School,Widowed,Government,Exec-managerial,85,5097,8451,,39043.0,denied,22,2,32.1,occasional,low,476.0,1
1085,25,Female,Bachelors,Single,Self-Employed,Prof-specialty,23,34485,2762,Canada,66208.0,approved,5,4,24.6,occasional,high,778.0,0
1086,40,Male,PhD,Married,Unemployed,Tech-support,21,44441,1839,U.S.,33722.0,denied,29,2,29.6,smoker,medium,845.0,0
1087,66,Male,PhD,Single,Private,Prof-specialty,96,10053,2067,Canada,77318.0,denied,38,5,29.8,non-smoker,high,426.0,1
1088,69,Other,High School,Married,Self-Employed,Exec-managerial,26,18076,3499,UK,35378.0,denied,21,2,21.2,occasional,medium,606.0,1
1089,24,Female,PhD,Divorced,Unemployed,Machine-op-inspct,35,43066,7932,USA,61459.0,approved,31,1,25.9,occasional,high,595.0,0
1090,19,Male,PhD,Married,Government,Prof-specialty,38,35128,5457,UK,67537.0,approved,13,3,29.5,non-smoker,low,456.0,0
1091,55,Male,High School,Married,Unemployed,Machine-op-inspct,72,34994,6714,USA,112297.0,denied,44,1,36.4,non-smoker,high,636.0,0
1092,37,Male,Masters,Single,Government,Craft-repair,82,25622,7166,Mexico,62390.0,denied,38,2,34.2,occasional,high,682.0,1
1093,48,Female,Masters,Widowed,Self-Employed,Tech-support,59,20623,5282,Mexico,93322.0,denied,12,5,21.1,non-smoker,low,564.0,1
1094,47,Female,Bachelors,Widowed,Unemployed,,77,18157,6915,India,91562.0,approved,18,4,24.2,smoker,medium,494.0,1
1095,65,Other,Masters,Married,Self-Employed,,83,6497,2028,India,67480.0,approved,7,5,24.6,smoker,medium,828.0,0
1096,42,Female,Bachelors,Single,Government,Machine-op-inspct,41,45729,1406,UK,102561.0,approved,25,4,29.4,non-smoker,medium,793.0,1
1097,27,Male,High School,Widowed,Unemployed,Sales,38,25435,1862,Canada,80919.0,denied,42,2,32.4,non-smoker,high,767.0,0
1098,34,Male,High School,Divorced,Unemployed,Craft-repair,12,8342,9015,Germany,unknown,denied,41,3,24.8,smoker,medium,657.0,0
1099,26,Female,Masters,Married,Government,Sales,45,35765,1413,Mexico,98107.0,denied,28,5,21.2,smoker,high,634.0,0
1100,60,Female,PhD,Married,Self-Employed,Sales,21,23788,7570,us,52551.0,denied,13,3,28.5,occasional,high,751.0,0
1101,49,Female,High School,Widowed,Private,Other-service,76,27980,7321,Canada,41486.0,denied,36,5,29.4,non-smoker,low,842.0,0
1102,41,Male,Bachelors,Married,Unemployed,Sales,78,15534,1140,Mexico,87484.0,approved,33,4,27.2,smoker,medium,378.0,0
1103,33,Male,High School,Divorced,Self-Employed,Machine-op-inspct,54,20086,3568,Germany,,approved,20,4,33.0,occasional,high,446.0,0
1104,63,Female,Masters,Divorced,Unemployed,Tech-support,40,47681,5585,Germany,62094.0,approved,0,3,23.1,smoker,medium,784.0,1
1105,29,Male,Bachelors,Widowed,Unemployed,Other-service,69,16919,8879,Canada,59342.0,approved,40,4,24.2,smoker,high,483.0,1
1106,52,Male,High School,Single,Government,Machine-op-inspct,94,20139,6984,Canada,97836.0,approved,12,3,26.3,occasional,low,526.0,0
1107,60,Male,Masters,Divorced,Government,Exec-managerial,76,36399,2645,India,83066.0,denied,32,1,26.0,occasional,low,343.0,0
1108,64,Female,PhD,Married,Unemployed,Sales,77,337,9805,Canada,41764.0,approved,14,1,34.0,non-smoker,high,364.0,0
1109,63,Female,Bachelors,Single,Private,Machine-op-inspct,62,30275,3797,UK,100911.0,approved,5,2,32.5,smoker,high,431.0,1
1110,34,Female,Masters,Married,Government,Machine-op-inspct,47,46780,1092,Canada,23035.0,approved,39,3,26.0,smoker,low,681.0,1
1111,46,Male,High School,Widowed,Private,Craft-repair,37,40628,5153,Mexico,50175.0,approved,1,4,25.9,non-smoker,high,,0
1112,53,Female,High School,Single,Private,Exec-managerial,51,1129,4616,USA,94453.0,approved,29,5,32.6,smoker,medium,577.0,0
1113,52,Male,PhD,Married,Government,Exec-managerial,89,22927,809,UK,72961.0,denied,37,5,23.3,non-smoker,high,581.0,0
1114,21,Female,Masters,Single,Self-Employed,Machine-op-inspct,21,40449,1033,Canada,45146.0,denied,4,3,28.8,non-smoker,high,836.0,1
1115,24,Male,PhD,Married,Self-Employed,Prof-specialty,34,43602,6031,Germany,92737.0,denied,36,1,27.4,occasional,medium,652.0,0
1116,36,Female,Masters,Widowed,Self-Employed,Sales,57,43581,6531,Germany,65868.0,approved,27,3,15.0,occasional,low,unknown,0
1117,64,Male,Bachelors,Divorced,Unemployed,Tech-support,88,28506,1917,India,75112.0,approved,24,2,29.5,non-smoker,medium,401.0,0
1118,45,Male,High School,Married,Unemployed,Machine-op-inspct,63,34153,8859,U.S.,48681.0,denied,28,1,17.2,smoker,medium,502.0,0
1119,58,Female,High School,Single,Private,Machine-op-inspct,34,28813,3947,us,,denied,6,1,23.6,non-smoker,low,,1
1120,39,Female,Masters,Divorced,,Sales,34,14813,5063,U.S.,62829.0,denied,19,4,27.1,non-smoker,high,,1
1121,38,Female,High School,Widowed,Unemployed,Machine-op-inspct,51,48433,7592,Canada,23980.0,denied,2,3,31.2,non-smoker,medium,648.0,0
1122,22,Male,PhD,Widowed,Self-Employed,Sales,29,41960,6689,us,27777.0,approved,18,1,30.3,smoker,low,456.0,0
1123,62,Male,Masters,Single,Private,Prof-specialty,31,18808,9060,UK,74787.0,approved,21,2,32.3,occasional,low,unknown,1
1124,66,Male,High School,Divorced,Self-Employed,Other-service,14,42368,633,India,101353.0,denied,23,2,28.2,occasional,low,609.0,0
1125,49,Male,Masters,Married,Unemployed,Craft-repair,61,44959,3122,Germany,92451.0,denied,30,1,22.0,smoker,high,377.0,1
1126,18,Male,Masters,Single,Unemployed,Exec-managerial,82,45275,8851,Canada,85267.0,denied,4,2,31.0,occasional,medium,674.0,0
1127,37,Female,Bachelors,Widowed,,Machine-op-inspct,56,48479,417,India,54868.0,denied,42,1,31.7,non-smoker,high,701.0,0
1128,45,Male,PhD,Married,Unemployed,Other-service,33,39220,444,U.S.,75876.0,approved,5,5,27.6,smoker,medium,656.0,0
1129,61,Female,PhD,Widowed,Private,Craft-repair,96,41863,4018,Germany,53053.0,denied,19,2,22.3,occasional,high,318.0,0
1130,65,Male,Bachelors,Divorced,Government,Sales,84,41868,454,India,56296.0,approved,10,3,24.7,occasional,low,471.0,1
1131,54,Female,Masters,Married,Self-Employed,Other-service,80,37213,6577,Canada,93850.0,denied,44,3,31.2,non-smoker,low,707.0,0
1132,29,Female,PhD,Married,,Craft-repair,17,513,7647,Mexico,94609.0,denied,3,2,28.6,smoker,high,672.0,1
1133,35,Female,Masters,Single,Self-Employed,Machine-op-inspct,70,48929,9554,us,80675.0,approved,32,2,34.6,occasional,medium,538.0,0
1134,62,Female,Masters,Married,Unemployed,Prof-specialty,6,17306,6056,Mexico,79629.0,denied,19,5,22.1,smoker,low,706.0,0
1135,68,Female,Bachelors,Married,Self-Employed,Other-service,38,13540,2890,U.S.,94664.0,approved,38,2,23.0,occasional,medium,unknown,1
1136,67,Female,High School,Single,Unemployed,Tech-support,9,9500,1674,Canada,54242.0,denied,41,3,28.9,occasional,high,696.0,1
1137,22,Female,Masters,Divorced,Self-Employed,Craft-repair,35,34189,4008,Canada,38991.0,denied,37,1,24.7,non-smoker,high,743.0,0
1138,48,Female,High School,Widowed,Unemployed,Craft-repair,48,35037,851,Mexico,69732.0,denied,34,4,24.8,occasional,high,640.0,0
1139,19,Male,PhD,Single,Unemployed,Tech-support,69,37848,7296,India,65922.0,approved,6,5,29.4,non-smoker,high,796.0,0
1140,62,Female,Bachelors,Widowed,Government,Craft-repair,79,8024,9093,Canada,75362.0,approved,11,1,22.2,smoker,medium,628.0,1
1141,26,Female,Masters,Divorced,Unemployed,Tech-support,87,4072,6088,Mexico,99256.0,denied,39,1,26.6,non-smoker,medium,631.0,1
1142,19,Male,High School,Divorced,Unemployed,Craft-repair,27,29655,1525,Germany,52868.0,denied,3,4,29.0,occasional,high,313.0,0
1143,35,Male,PhD,Married,,Craft-repair,58,729,9806,India,70077.0,denied,3,4,26.0,occasional,medium,665.0,0
1144,52,Female,Masters,Single,Self-Employed,Tech-support,87,15870,1031,U.S.,61652.0,approved,40,2,27.3,occasional,medium,323.0,1
1145,61,Female,Masters,Widowed,,Sales,20,35760,9219,U.S.,42188.0,denied,33,3,16.5,non-smoker,high,538.0,1
1146,42,Female,PhD,Divorced,Government,Craft-repair,23,6253,6135,Mexico,31813.0,approved,25,4,34.3,non-smoker,medium,688.0,1
1147,33,Female,Masters,Single,Private,Sales,77,49903,2726,India,,denied,2,3,27.1,smoker,low,608.0,0
1148,58,Male,Bachelors,Divorced,Private,Craft-repair,56,2901,2284,UK,61859.0,approved,27,3,28.3,non-smoker,low,658.0,0
1149,61,Female,PhD,Divorced,Unemployed,Exec-managerial,55,30348,9036,U.S.,104951.0,approved,0,2,22.7,smoker,high,322.0,1
1150,63,Female,Bachelors,Married,Private,Other-service,85,16367,6460,Canada,89988.0,denied,32,2,26.2,occasional,high,452.0,0
1151,37,Female,High School,Widowed,Private,Exec-managerial,17,18519,2918,Mexico,69435.0,approved,23,5,19.1,non-smoker,low,383.0,0
1152,21,Male,PhD,Widowed,Private,Exec-managerial,87,29355,9457,U.S.,20781.0,denied,6,2,24.7,occasional,high,549.0,0
1153,49,Male,Bachelors,Divorced,Private,Craft-repair,42,7699,5769,Germany,87083.0,denied,14,4,26.0,smoker,high,803.0,1
1154,69,Male,PhD,Divorced,Unemployed,Other-service,8,19416,4367,,113857.0,approved,9,2,,non-smoker,medium,558.0,1
1155,37,Female,PhD,Married,Government,Prof-specialty,47,36376,4567,UK,67712.0,denied,5,1,29.5,occasional,high,,0
1156,56,Female,PhD,Divorced,Self-Employed,Craft-repair,87,11724,4845,Mexico,91200.0,denied,12,4,31.7,non-smoker,high,731.0,0
1157,32,Female,Masters,Widowed,Self-Employed,Other-service,55,18449,3490,U.S.,95523.0,denied,44,5,30.3,occasional,low,766.0,0
1158,35,Male,PhD,Widowed,Unemployed,Sales,51,3995,7883,U.S.,,denied,27,4,19.5,occasional,medium,338.0,0
1159,24,Male,PhD,Widowed,Private,Machine-op-inspct,48,44030,8004,Germany,57318.0,approved,16,4,31.8,non-smoker,low,379.0,0
1160,20,Male,PhD,Married,Self-Employed,Craft-repair,23,45184,4628,Mexico,79553.0,approved,37,4,,non-smoker,high,435.0,0
1161,25,Male,Masters,Divorced,Private,Exec-managerial,50,8826,2460,Canada,94787.0,denied,18,1,30.7,occasional,low,307.0,1
1162,46,Female,Bachelors,Single,Unemployed,Prof-specialty,15,46333,9703,UK,79963.0,approved,11,1,32.3,occasional,low,614.0,0
1163,25,Female,Masters,Divorced,Unemployed,Sales,80,7440,8608,UK,86370.0,approved,37,2,23.8,occasional,high,730.0,0
1164,18,Male,Masters,Widowed,Self-Employed,Craft-repair,12,16081,7323,,85768.0,approved,7,1,29.3,occasional,low,723.0,0
1165,60,Female,PhD,Divorced,Self-Employed,Exec-managerial,30,35119,6231,,60687.0,denied,21,4,33.3,smoker,medium,493.0,0
1166,38,Male,Bachelors,Divorced,Self-Employed,Exec-managerial,89,17198,7149,USA,76110.0,approved,1,1,23.0,occasional,high,643.0,0
1167,56,Female,PhD,Single,Private,Exec-managerial,61,46798,8886,Mexico,115036.0,denied,32,4,23.9,non-smoker,high,445.0,1
1168,62,Female,Bachelors,Divorced,Government,Machine-op-inspct,33,28660,9853,Mexico,95199.0,approved,35,2,34.4,non-smoker,high,471.0,0
1169,19,Male,Masters,Married,Unemployed,Exec-managerial,37,5941,9500,India,33490.0,approved,41,3,22.4,occasional,medium,832.0,1
1170,51,Other,PhD,Single,Private,Other-service,30,48279,5955,U.S.,61965.0,denied,8,3,35.1,occasional,low,652.0,1
1171,38,Other,High School,Single,Private,Other-service,17,5549,33,Mexico,46776.0,approved,11,5,24.3,non-smoker,low,735.0,0
1172,65,Female,Bachelors,Single,Government,Prof-specialty,5,17734,2929,UK,35007.0,denied,14,2,16.5,occasional,low,530.0,1
1173,50,Other,Masters,Divorced,Self-Employed,Prof-specialty,64,20200,8241,Canada,49219.0,denied,34,1,26.7,occasional,low,398.0,0
1174,56,Male,PhD,Widowed,Private,Sales,36,12761,206,India,104098.0,approved,35,1,27.6,non-smoker,low,825.0,0
1175,57,Male,Masters,Married,,Machine-op-inspct,77,47417,5866,U.S.,95978.0,denied,24,4,32.7,non-smoker,low,462.0,1
1176,24,Female,Masters,Single,Self-Employed,Tech-support,73,37638,1353,Mexico,71924.0,approved,21,5,32.6,non-smoker,high,462.0,0
1177,32,Female,PhD,Divorced,Private,Prof-specialty,30,5983,1506,us,22141.0,approved,27,4,,smoker,high,691.0,0
1178,26,Male,High School,Widowed,Private,Exec-managerial,28,11,1751,Germany,85879.0,denied,1,4,,occasional,low,742.0,1
1179,47,Female,Bachelors,Divorced,Self-Employed,Exec-managerial,99,42839,4626,Germany,40564.0,approved,18,4,27.2,smoker,low,440.0,1
1180,61,Male,PhD,Single,Government,Tech-support,92,37744,6188,Germany,106748.0,denied,17,4,34.0,occasional,high,561.0,1
1181,68,Male,High School,Married,Government,Machine-op-inspct,23,32983,5375,Germany,45847.0,approved,9,1,15.1,smoker,high,583.0,0
1182,34,Female,PhD,Single,Private,Sales,47,21417,7778,Mexico,70852.0,approved,23,1,20.4,smoker,medium,795.0,0
1183,55,Female,High School,Divorced,Self-Employed,Sales,72,17151,4546,Germany,84079.0,denied,32,5,,non-smoker,high,588.0,0
1184,58,Female,Masters,Single,Unemployed,,48,22014,6664,UK,75535.0,approved,11,2,31.4,smoker,high,407.0,1
1185,56,Male,PhD,Single,Unemployed,Exec-managerial,46,40461,2635,UK,47345.0,denied,20,5,18.3,occasional,medium,383.0,1
1186,65,Female,PhD,Single,Unemployed,Other-service,86,27656,9421,India,64968.0,denied,32,2,32.6,non-smoker,low,478.0,1
1187,38,Female,Masters,Single,Government,Craft-repair,65,31367,7463,us,76069.0,denied,38,4,25.1,occasional,low,485.0,0
1188,20,Male,High School,Widowed,Self-Employed,Sales,20,9516,3923,us,70658.0,approved,43,5,29.0,smoker,high,767.0,0
1189,54,Male,Masters,Widowed,Government,Exec-managerial,53,7305,7868,Mexico,64510.0,approved,11,5,18.2,occasional,medium,363.0,0
1190,34,Male,PhD,Divorced,Unemployed,Machine-op-inspct,69,31362,9383,U.S.,68330.0,denied,11,5,25.2,non-smoker,low,429.0,1
1191,34,Male,PhD,Single,Unemployed,Craft-repair,31,46195,1633,Canada,56785.0,denied,1,2,28.0,non-smoker,low,661.0,1
1192,28,Female,PhD,Married,Private,Machine-op-inspct,88,30487,176,UK,56719.0,denied,8,5,14.7,occasional,high,760.0,0
1193,27,Female,PhD,Divorced,Self-Employed,Machine-op-inspct,67,25814,6313,U.S.,86263.0,denied,4,1,27.2,non-smoker,high,683.0,0
1194,18,Female,Masters,Single,Private,Sales,74,383,8302,USA,79245.0,approved,12,2,22.4,occasional,high,469.0,0
1195,27,Male,PhD,Single,Self-Employed,Machine-op-inspct,68,48937,9724,UK,88543.0,denied,1,1,22.3,occasional,high,529.0,0
1196,42,Male,PhD,Married,Self-Employed,Other-service,76,38484,8332,U.S.,71666.0,denied,19,5,30.5,non-smoker,high,491.0,0
1197,33,Male,Masters,Widowed,Government,Exec-managerial,21,10453,4077,India,20677.0,denied,33,5,23.9,smoker,low,317.0,0
1198,55,Male,Masters,Married,Government,Craft-repair,31,26592,4004,USA,57194.0,denied,22,1,30.3,non-smoker,low,400.0,0
1199,49,Male,High School,Widowed,Private,Other-service,12,2655,3497,UK,53095.0,approved,19,5,29.0,occasional,medium,unknown,1
1200,69,Female,Masters,Single,Self-Employed,Prof-specialty,27,37578,500,UK,22744.0,denied,6,5,28.5,smoker,medium,unknown,1
1201,42,Female,Masters,Single,Private,Tech-support,74,2436,6583,India,90026.0,approved,12,5,30.6,occasional,medium,442.0,0
1202,30,Female,Bachelors,Divorced,Government,Exec-managerial,36,19564,8918,Mexico,-17592.0,denied,37,4,32.4,occasional,medium,670.0,0
1203,60,Female,Bachelors,Married,Government,Machine-op-inspct,34,11994,987,Germany,,denied,23,5,24.5,non-smoker,medium,,0
1204,33,Female,High School,Married,Self-Employed,Other-service,72,8117,8591,us,55137.0,approved,16,1,21.8,occasional,high,371.0,1
